,shortcode,edge_media_preview_comment.count,edge_media_preview_like.count,edge_media_to_caption.edges
49,B8QhL6JgH2G,0,2,"[{'node': {'text': '#RealChina2020 ""If you think the country is not good, build it if you think the peoples are fool, study and influence them. The place you stand is your country, it would not be dark if you\'re bright. We\'re the light, no matter whether there\'s any light."" #China #Liwenliang R.I.P❤️🙏'}}]"
50,B8PVRM0HrkG,0,18,[{'node': {'text': '一束光照进铁塔 铁塔里的肮脏龌龊被显现 这束光便有了罪\n#李文亮 #liwenliang'}}]
0,B8PIScsgkKA,6,14,[{'node': {'text': '#LiWenliang\n#HERO \n#ThankYOU\n#GRATEFUL\n#LISTEN!!!\n#Shame on those who did not listen to him! \nThey should have known better.\nThey should have known to do what is RIGHT!\nMay they live with guilt for not listening!\nSHAME! SHAME! SHAME!\n#Repost'}}]
1,B8PwNtPh5G8,1,15,[]
2,B8O86heJfvg,7,37,[{'node': {'text': '嗯，我也曾看见有人在日记里写：“古来时常吃人，我也还记得，可是不甚清楚。我从包裹中翻出史书一查，这历史没有年代，歪歪斜斜地每页上都写着‘仁义道德’几个字。仔细看了半天，才从字缝里看出字来，满本都写着‘吃人’两个字。#李文亮#liwenliang'}}]
3,B8Or1kdl69i,5,57,[{'node': {'text': '#liwenliang #hero RIP'}}]
4,B8PKUJTlYLc,0,8,"[{'node': {'text': ""Çin'de, Corona virüsünü ilk fark eden Doktor Li Wenliang, virüse yakalanıp hayatını kaybetti.\n.\n.\n.\n.\n.\n.\n.\n#koronavirüsü #liwenliang #sondakika""}}]"
5,B8O91-gnSAQ,0,10,[{'node': {'text': 'R.I.P. Forever\n我们会永远记得您\n\n#李文亮 #liwenliang'}}]
6,B8QI-bVlzsf,0,75,[{'node': {'text': '真理不灭 #liwenliang'}}]
7,B8PmsFpgvfF,1,26,[{'node': {'text': '#liwenliang \n我们只想朴素地活着 朴素地死去'}}]
8,B8PcFGandSi,6,35,[{'node': {'text': '#RIP #liwenliang #李文亮 #李文亮医生去世 #李文亮医生安息 #heroamongus #herosilenced #whistleblower #国耻民殇'}}]
9,B8PftmsBar9,1,21,[{'node': {'text': '不能\n不明白\n\n#liwenliang\n\n这是一个又一个 看不到今年珞珈山樱花的人啊 \n是活生生的人啊\n再也走不到看不见 天地玄黄 宇宙洪荒 日月盈昃 辰宿列张'}}]
10,B8Qhqwrl2fQ,1,8,"[{'node': {'text': ""I’m not sure whether Dr LI received harsh treatment from the local police. What I’m pretty sure is he was the one of the first eight (and even more) so-called rumor mongors in People's Daily, but also a hero who still lives in people’s mind.\n#wuhan #liwenliang #hero #whistleblower #coronavirus #bbc""}}]"
11,B8P6cZAg_W9,87,6980,"[{'node': {'text': 'Li Wenliang fue el médico que intentó alertar sobre el Coronavirus y fue censurado por China. Hoy, 6 de febrero, falleció después de contraer la infección en Wuhan, según reportaron medios locales.\n\nEl oftalmólogo del Hospital Central de Wuhan estaba hospitalizado desde el pasado mes de enero, cuando contrajo involuntariamente la enfermedad al tratar a una paciente de glaucoma.\n\nPocos días antes de morir, Wenliang se hizo famoso en las redes sociales al contar que fue el primer médico en detectar la aparición del brote, en diciembre de 2019. El doctor intentó alertar a sus colegas sobre la aparición de la extraña enfermedad y fue castigado por la policía por difundir noticias que ""creaban pánico"". ""No vayan al mercado de mariscos de Huanan en estos días. Se descubrió que varias personas contrajeron una neumonía desconocida similar al SARS allí. Hoy nuestro hospital tiene recibió múltiples pacientes del mercado. Todos recuerden usar tapabocas adecuadamente"", decía el mensaje que difundió el oftalmólogo.\n\nFoto: Weibo. \n#Coronavirus #Médico #Wuhan #China #Enfermedad #LiWenliang #Noticias #ElEspectador'}}]"
12,B8QNlYInPkX,1,6,[{'node': {'text': 'Do you hear the people sing? \n#liwenliang #rip #hope #oneday'}}]
13,B8PKoJXHwFa,4,11,[{'node': {'text': '一个不允许人们说真话的体制，害死了一位勇敢诚实的公民，最终酿成一场致使无数人丧生的人道主义灾难。这他妈就是我的国啊。人人都会唱起来不愿做奴隶的人们，但有人敢对这极权统治机器说一个不字吗？如果这个地方最后变得悲哀又卑鄙，每个沉默者都脱不了干系。向真正的勇士、一位大写的人致以崇高的敬意，同时为自己太多次做着沉默的大多数而感到深深的耻辱。#liwenliang #wuhan #coronavirus'}}]
14,B8QpUsCHtwA,0,7,"[{'node': {'text': 'Muere el Médico,Héroe , que intento advertir a tiempo acerca del virus que hoy es una alerta médica internacional por parte de la #OMS \n#LiWenliang , de 34 años, murió en la madrugada de hoy  viernes , 7 de enero ,después de haber sido infectado por el #Coronavirus \nEl Dr. Li  Wenliang advirtió a sus colegas en las redes sociales a finales de diciembre sobre un misterioso virus que se convertiría en la epidemia de coronavirus y fue detenido por la policía en Wuhan el 3 de enero por ""difundir rumores falsos"". Se vio obligado a firmar un documento policial para admitir que había violado la ley y había ""perturbado gravemente el orden social"".\nSe le atribuye al Dr Li  Wenliang esta frase:\n""Una sociedad sana no debe tener una sola voz""\nLi  Wenliang\nQEPD  Que su legado se transmita como un aprendizaje  universal para la propia salud de la humanidad.'}}]"
15,B8PEt1EHszZ,0,4,[{'node': {'text': 'Thank you. Rest in peace. \n#liwenliang #wuhan'}}]
16,B8O-RmHpmxy,5,51,"[{'node': {'text': '#LiWenliang, el médico chino que intentó alertar sobre el brote mortal de coronavirus, murió de esa enfermedad, según informaron medios chinos. El médico trabajaba como oftalmólogo en #Wuhan, ciudad que fue el epicentro de los contagios.\u2060\n\u2060#LiWenliang trató de advertir en diciembre sobre el mortal virus, pero según reporta la cadena BBC, la policía intentó detenerlo, ya que no querían que se supiera sobre su existencia. \u2060\n\u2060'}}]"
17,B8Ppm0oH-37,0,13,"[{'node': {'text': ""I don't give a shit anymore.\nGetting drunk and cursing the fucking government.\n#你能做到吗 #你听明白了吗 #李文亮 #liwenliang""}}]"
18,B8QHsomh5le,0,2,"[{'node': {'text': 'News: Washington Post.\n———————————————————-\nDr. Li Wenliang, RIP! 🌏🙏🏻😷Don’t leave Wuhan and the innocent people alone! 🙏🏻😷🌏\n—————————————\n#instagram #twitter #news #coronavirus #instamood #liwenliang #China #wuhan #Chinese #Canada #Vancouver'}}]"
19,B8P82wsJG6u,0,9,[{'node': {'text': '#不能不明白 #liwenliang #whistleblower'}}]
20,B8P4kdVhwHG,0,25,[{'node': {'text': '🕯️ 永远不忘记，永远不原谅 Chinese doctor who tried to issue first warnings about coronavirus outbreak has died of the infection #coronavirus #liwenliang #staystrong #censorship #chinesedoctor'}}]
21,B8P6vwLn_l7,1,14,[{'node': {'text': 'One word of truth outweighs the whole world.（Artwork by Konger）#李文亮 #liwenliang #wuhan #coronavirus #武汉加油 #china #doctor #李文亮医生去世 #help #art #painting #illustration #drawing #procreate #sketch #artwork #life'}}]
22,B8PKmV5Cn_s,2,11,[{'node': {'text': 'Thank you very much! •\n•\n•\n#liwenliang'}}]
23,B8PjXTJAp5X,1,39,"[{'node': {'text': 'rip #李文亮 who is the whistleblower doctor who shared the public of a potential ""SARS-like"" disease has died at 34 years old. #liwenliang 🕯️'}}]"
24,B8P23m9haiP,0,20,"[{'node': {'text': 'On 6th Feb. Doctor Li Wenliang died in the late night. However, the so-called whistle-blower\'s official death time was forced to announce at 7th Feb. Chinese netizen posted millions of  posts to remember him and shouted ""free of speech"". Hours later, posts disappeared. #liwenliang'}}]"
25,B8PsU-lla02,0,1,[{'node': {'text': 'What else I can do? NOTHING\n\nBut I choose not to be someone like that. \nI believe that our youth will be braver，and make the world a better place.\n\nThank you #liwenliang'}}]
26,B8PL5_fFGv4,0,22,[{'node': {'text': '不能 不明白\n#liwenliang #coronavirus'}}]
27,B8PJgGLptMQ,0,9,[{'node': {'text': '#wuhanvirus #liwenliang #freespeech'}}]
28,B8OvvIgBJe6,0,115,"[{'node': {'text': '-\n-\n無法止住淚水，消息太突然。最後仍然被隱匿。。中國真正的良心，一路走好。。。\n- -\n-\nChinese doctor #LiWenliang, one of the eight whistleblowers who tried to warn other medics of the #coronavirus outbreak but were reprimanded by local police, dies of coronavirus on Thursday in Wuhan, the Global Times has learned.‘ —#GlobalTimes\n- -\n#prayer #thelight #RIP'}}]"
29,B8P5DwEAmWw,0,7,[{'node': {'text': 'The Angel leaves sinful world.😭 #sarscov #liwenliang #2019ncov'}}]
30,B8PHAIKhkD8,0,33,[{'node': {'text': '🙏🙏🙏 #RIP #wuhancoronavirus #LiWenLiang #doctor #wuhan'}}]
31,B8QCy9pl6Rn,0,3,"[{'node': {'text': ""Now we all understand, It's not the bats that are killing us. #ncov #liwenliang #coronavirus""}}]"
32,B8PBunhHUjD,2,28,[{'node': {'text': '李医生千古。R.I.P. Dr Li Wenliang.\nThe Government is the real murderer. Chinese government should be ashamed of its evil lies and concealment.\n#CoronaVirus #LiWenliang'}}]
33,B8O9V0dBVZO,0,3,"[{'node': {'text': '🥺 #RIP Hoy MUERE Li Wenliang, el médico que trató de alertar sobre el brote del nuevo #CORONAVIRUS 😷\n.\n.\n👨\u200d⚕️ #LiWenliang uno de los primeros #médicos chinos en alertar sobre la aparición de un nuevo #coronavirus, también conocido como neumonía de Wuhan, #falleció este #jueves según informaciones locales.\n.\n.\n👨\u200d⚕️Tras detectar siete casos de un virus muy similar al SARS, Li, oftalmólogo del Hospital Central de la ciudad, usó las redes sociales para advertir a sus colegas.\n.\n.\n👨\u200d⚕️Li no sabía en aquel entonces era que lo que acababa de identificar era un coronavirus completamente nuevo.\n.\n.\n👨\u200d⚕️ En su mensaje del 30 de diciembre, enviado a través de un chat, Li recomendaba que tuvieran cuidado con una nueva enfermedad misteriosa y les recomendó usar ropa protectora para evitar contagiarse.\n.\n.\n👨\u200d⚕️ Cuatro días más tarde, recibió una visita de funcionarios de la Oficina de Seguridad Pública , quienes le dijeron que firmase una carta.\n.\n.\n👨\u200d⚕️ En ella, lo acusaban de ""hacer comentarios falsos"" que habían ""perturbado severamente el orden social"".\n.\n.\n👨\u200d⚕️ Las autoridades tuvieron que pedirle disculpas unos días después, revelando que lo que le ocurrió a este doctor pone de manifiesto la respuesta fallida en las primeras semanas de la epidemia.\n.\n.\n👨\u200d⚕️En las primeras semanas de enero, las autoridades en Wuhan insistían en que solo aquellos que entraban en contacto con animales infectados podían contraer el virus.\n.\n.\n👨\u200d⚕️ A los médicos ni si quiera se les advirtió que usaran mascarillas o ropa protectora.\n.\n.\n😢 Li, que tenía treinta y cuatro años, deja un hijo y una esposa embarazada. #descansaenpaz ——-\nFuente @bbcmundo #china #wuhan #coronavirus'}}]"
34,B8P0ODqJtCX,3,42,"[{'node': {'text': '😮🥼 || El coronavirus ha matado ya a más de 560 personas e infectado a 28.000 en China. Hoy, la muerte de Li Wenliang, el doctor que alertó del coronavirus y al que nadie escuchó, ha conmocionado a la opinión pública china y mundial. En un primer instante, no solo no le escucharon, sino que el Gobierno chino llegó a acusarle de difundir bulos y le mandó a la zona cero: Wuhan, no sin antes preguntarle cómo sabía lo que sabía. Luego vinieron las disculpas políticas y los remordimientos. La muerte de Wenliang, tras mucha confusión entre confirmaciones y desmentidos, finalmente ha sido certificada por el Hospital de Wuhan y por medios estatales chinos. ▶ El drama que rodea a la muerte del médico, no obstante, va más allá. Pese a sus advertencias, y tras haber sido el primero en identificar el virus, tuvo que ver cómo gran parte de su familia se encuentra infectada. A Li le sobreviven sus padres, ambos infectados, y su esposa, que está embarazada de su segundo hijo y también ha contraído coronavirus, según informes de los medios locales.\n\n#CholilaOnline #Coronavirus #Wuhan #LiWenliang'}}]"
35,B8QQS-8lPJa,0,2,[{'node': {'text': '🕯R.I.P\n#liwenliang'}}]
36,B8PMNdjBWr2,0,31,"[{'node': {'text': 'Dr. Wenliang Li was a good doctor and a righteous man. On Feb 1, 2020, he told Caixin’s reporter that he was angry at first when his chat records with classmates were widely spread and caused trouble for him. But he understood the public’s concern about #2019ncov and found his peace. \nWhen he was interviewed, it had been about 1 month since he was expostulated by the local police on Jan 3, 2020, for the so call ”rumor-mongering” and his test confirmed that he was infected by 2019-nCoV. However, he believed speaking the truth is more important than clearing his own name and we shall bear in mind that “一个健康的社会不该只有一种声音” (a healthy society should not remain only one voice). #liwenliang #李文亮'}}]"
37,B8PN2d7F2Kb,5,4,[{'node': {'text': 'Update. #LiWenliang #Coronavirus 🇨🇳'}}]
38,B8PEiorHWDe,4,13,[{'node': {'text': '太平全靠粉饰\n英雄请您走好\n\n#liwenliang #wuhan'}}]
39,B8QR-KiFTmZ,0,22,"[{'node': {'text': 'R.I.P\nTo Doctor Li Wenliang,\nTo lux, veritas ＆ libertas.\n\n我們值得活下去\n親眼見證那一天\n腐朽豐碑轟然倒塌的時刻\n\n我們值得怒吼\n用同為哺乳動物的聲帶\n悲訴真正野獸的無端暴行\n\n但在那之前\n請允許我抱著必死的決心\n割開自己的胸膛\n\n我們值得去證明\n肉身下流淌著鮮紅的血\n也正因為如此\n我們值得怒吼、值得活著\n\n請銘記這一天——20200206\n\n#liwenliang #不能不明白 #言論自由 #自由 #民主 #freedom #freedomofspeech #democracy #coronavirus #china #whistleblowers #2020 #李文亮 #rip #口罩行動 #革命'}}]"
40,B8PSozQlo0a,1,61,"[{'node': {'text': 'R.I.P our hero. You triggered something major tonight, you hit their sore spot, and you told them power can not be taken for granted!!! 🙏🏼🕯️ #liwenliang #coronavirus #hero #freedomofspeech'}}]"
41,B8Qcb8NFWR9,1,6,[{'node': {'text': '爱爸爸妈妈 想吃火锅就为我准备了555\n昨天因为李文亮医生的事情哭到凌晨\n最近我太容易哭了#liwenliang'}}]
42,B8QMgqYBs3F,1,11,"[{'node': {'text': '😱😱😱 RepostBy @cnn: ""#LiWenliang, the Chinese doctor who gave an early public warning about the #Wuhancoronavirus has died of the illness, the hospital treating him said. Li’s warning in December about a potential “SARS-like” virus made him a target for Wuhan police, who accused him of rumor-mongering. He was one of several medics targeted by police for trying to sound the alarm on the virus in the early weeks of the outbreak, which has now sickened more than 28,000 people and killed more than 560. (📸: Li Wenliang)'}}]"
43,B8QLgAPp7MD,0,0,[{'node': {'text': '#liwenliang \n五大诉求，缺一不可'}}]
